product_id,quantity,wholesale_cost,sale_price,supplier_id,entry_number
18AW7NJD0K7U,3124,420.99,588.54,CBCTPYQT,1213
3JI9HMRWW4NU,2715,99.7,175.07,ZVXESMVL,1214
VKGPT67Y0Z8B,6457,388.8,569.59,ZPKADLOY,1215
GP8V3FXQKGF5,2519,138.51,199.45,TBFMEXZP,1216
I1PJVW1ED469,2417,122.52,143.84,ZPKADLOY,1217
0XE2061M25GE,3324,426.46,757.82,PPRMRUQU,1218
P3B53U3APK4S,1935,143.72,255.53,VKJBFVMM,1219
YJXQB6Y5PFM0,3970,408.79,503.22,ETDIKIUX,1220
ZFYX5KYL5PMB,616,32.8,41.33,VKJBFVMM,1221
7SYF79PX4F65,407,40.79,74.4,CLZOYVBH,1222
OXXSI4HAMQ74,1823,113.64,130.57,ZPKADLOY,1223
251GOQAE5ZGU,6848,387.48,707.93,JGOQSFJF,1224
5XEYFKWIKW4G,3386,404.76,471.95,YSNZSYCW,1225
FX67QZHJI2F1,4041,411.49,479.39,JGOQSFJF,1226
I00S928XDKXO,126,2.54,4.38,BFUNSFKM,1227
EZ14O9BUFI7D,5990,386.16,466.1,UADILPBU,1228
TXCPRUYDRSZY,5561,458.45,547.85,TNMMSLVC,1229
ENUC2U7IFVNO,4459,403.42,668.87,GYUZEXSJ,1230
XRI8UP6C049L,5204,416.91,760.86,HCAEQTQO,1231
47Y0WRPAE6RB,6831,400.75,466.87,ADLHCQHS,1232
PFEUHKUWDL80,6819,412.84,568.48,XQNLETCQ,1233
UGUUMAO6PAW4,4082,402.08,539.59,AZOXEQLZ,1234
FF56FLS37NOE,6329,410.14,614.8,WUYMREXN,1235
A7688E1AN5CX,2266,111.27,177.25,SNDMWIRM,1236
DX3B40B0WFIM,3521,412.84,487.15,PPRMRUQU,1237
12ZQC4QFX3BV,1107,117.64,131.76,NPKFJYGX,1238
GP3QXKGZUTX3,44,0.34,0.42,WKCFRMPT,1239
OE8Q4SUSM10N,1927,129.16,205.36,ADLHCQHS,1240
O6F89LJKOXTD,1078,37.71,69.88,AZOXEQLZ,1241
3HJ3VZX41F98,1534,120.89,154.86,TNMMSLVC,1242
031N502PF907,2640,129.16,213.24,BEVRQFGZ,1243
RS12IJD18B5D,1694,140.24,213.73,JGOQSFJF,1244
FO9PFR64E1FA,1142,122.52,205.47,GYUZEXSJ,1245
6INH3G300RT0,4305,429.2,697.45,MXRXJVNA,1246
ZTY8RKI2OSAK,4422,378.3,629.49,HLOMDGRN,1247
KJYJGBIJSDK3,4972,378.3,586.74,ZAAQILVD,1248
XHJCP1Z2KC50,6646,415.55,509.88,SNDMWIRM,1249
CPWKP76L7CCX,3553,410.14,562.71,OCGDGDZP,1250
XYA5WS1SGUKO,222,13.7,20.41,WKCFRMPT,1251
IF6Z0Q6SH35K,5792,348.79,426.57,HCAEQTQO,1252
JWCCUB0RIIWJ,4340,371.8,629.83,BHVBUSNT,1253
8CRH1SPF7WZ7,5663,445.82,687.9,ZAAQILVD,1254
4IQPY9WHSJA5,4042,416.91,766.28,ZPKADLOY,1255
EWU9OLA05LLI,1903,134.22,167.64,AZOXEQLZ,1256
JV0ORNOZS32P,6990,390.12,662.03,PPRMRUQU,1257
TSFQO6KI1W1T,2801,125.82,182.44,XAAOJDVJ,1258
TXG9X77EL7IJ,5474,431.95,729.13,AZOXEQLZ,1259
05LPD2DT3UHA,4082,414.2,748.46,DHHNINFB,1260
GGZ8Z88U0G1B,5029,391.44,560.15,WUYMREXN,1261
G3NYN2SRZUGI,392,15.06,27.36,RRQRPLPC,1262
MSO0G7244KND,959,39.24,67.1,ALMIABVI,1263
3K212UHVRWML,3963,336.27,424.71,NVYQIOWB,1264
MMS7UHJ65T36,5846,382.22,497.27,XQNLETCQ,1265
79KO11JIXNCZ,401,16.46,20.36,BFUNSFKM,1266
EWDO3JGVCX98,1617,99.7,126.02,XIBBYVIU,1267
3N62RGWBHQQY,21,0.89,1.05,SJNDDKHP,1268
3S7YS6YZ1ETU,1421,136.79,223.51,PPRMRUQU,1269
D8OZB6HUHP3I,5660,357.67,574.42,HLOMDGRN,1270
1C7GK9J6J71E,3741,395.42,493.88,GYUZEXSJ,1271
V9FXAAM41K7Y,6972,402.08,757.12,OCGDGDZP,1272
8JH3RLU0C5FB,5092,384.85,568.81,GYUZEXSJ,1273
MMEUULBYW54B,2531,96.71,123.31,RRQRPLPC,1274
VG60GUDLC8VF,3915,356.4,403.44,TNMMSLVC,1275
4KXXMJKCT9GH,5020,462.7,551.54,ETDIKIUX,1276
X8HGXAUQRLTD,1697,119.26,173.64,XQNLETCQ,1277
3XD1HKP7ZRFK,7046,443.03,694.23,ZPKADLOY,1278
3LU7UW52FD64,5265,373.1,426.83,AZOXEQLZ,1279
BBTVPB75EO2L,6476,407.45,713.85,CLZOYVBH,1280
O00KLWKM6RV8,337,9.37,17.54,UADILPBU,1281
RQFHUMIOFNRX,1789,118.45,202.08,SJNDDKHP,1282
3T1WWUI2OH4F,6282,415.55,598.81,TNMMSLVC,1283
LRBOSZW6M8XX,5040,366.64,477,KGMBUKHN,1284
L3WZ3QYQKAOJ,6059,392.76,686.15,BFUNSFKM,1285
4WGGRE49HU7O,6882,410.14,756.71,PPRMRUQU,1286
9G41JXJ1WEK0,4225,441.64,834.26,WKCFRMPT,1287
IK6VB7QYJH33,4678,423.72,486.01,PPRMRUQU,1288
4M3D2NTFN95U,4516,402.08,701.23,MXRXJVNA,1289
TN2X28TU9ONP,1218,129.99,169.38,TDKEXBDM,1290
6APQ53NUJIO4,5524,396.75,662.97,GYUZEXSJ,1291
2XRT8M5SH0P7,455,35.22,53.99,XIBBYVIU,1292
45IL1N2JOCBJ,3329,451.42,785.92,CLZOYVBH,1293
0WVGIQZ6IRCM,3208,383.54,658.15,SNDMWIRM,1294
Q435ONTI5JNC,6750,420.99,707.26,VKJBFVMM,1295
WFH8JBD8GJ3Y,610,36.21,68.69,ZVXESMVL,1296
U0D4PLGDY2MS,6885,407.45,583.47,JJWNIRPA,1297
K46ELJT1KGSN,1030,34.25,58.46,XAAOJDVJ,1298
O754LMUMURM8,3837,371.8,676.3,ZPKADLOY,1299
01JSSY8UTSL5,1173,138.51,183.66,ZPKADLOY,1300
8U6FZ4N01D0K,2450,116.84,204.47,ZAAQILVD,1301
5PLM5G2Z5SA5,3498,387.48,576.96,SNDMWIRM,1302
2IQ2GCMV2HIY,5776,419.63,701.2,ALMIABVI,1303
HCDQFWD2P00P,6338,360.22,430.82,AZOXEQLZ,1304
SNXEEPKYF8HK,2621,119.26,222.42,ZAAQILVD,1305
0XAUTB367LWZ,1521,120.07,216.61,TBFMEXZP,1306
SK5TRLHF0EC7,1319,123.34,193.27,KLKTZKQO,1307
VFZPRHJ3Q9ET,304,12.72,16.12,ZPKADLOY,1308
JD9S7F3WX5B5,4200,383.54,426.88,BEVRQFGZ,1309
HXEZ0SM1JL3Y,4574,386.16,604.34,WKCFRMPT,1310
00VGGZAHLMK4,2256,129.16,171.65,XAAOJDVJ,1311
88059SYQJ5UC,5602,423.72,531.34,WUYMREXN,1312
Y52FYE22FSZX,6790,374.4,494.58,HCAEQTQO,1313
N340E6JETLX0,5838,395.42,592.34,AZOXEQLZ,1314
LILYNL3XNH9O,6514,357.67,406.67,BHVBUSNT,1315
FK2W933U9N8F,2121,132.53,172.02,WUYMREXN,1316
B6X4VEFZW73Y,6706,418.27,568.85,HLOMDGRN,1317
4XW8C4WIF5U5,1026,39.75,53.78,HCAEQTQO,1318
I05EMZDD1TW8,4144,434.71,705.97,ZVXESMVL,1319
9ZGEQIG4KJK7,4862,369.22,601.83,ZVXESMVL,1320
VKB8TG4C9SHB,3570,444.43,788.86,OCGDGDZP,1321
XK9J5U8OUA0A,540,35.22,49.17,SJNDDKHP,1322
T3JWYSCK77M3,6870,426.46,727.54,JJWNIRPA,1323
8BZVS7FEDAKC,1169,108.91,167.83,KGMBUKHN,1324
C6QSYT5XIU68,3117,373.1,442.5,TNMMSLVC,1325
X6V5VAEKBN1T,1239,135.08,240.71,KLKTZKQO,1326
QJ74DMF0GXAF,2277,130.84,228.32,DGECGNQD,1327
SS1BD7VIVGAC,4954,394.09,608.47,BHVBUSNT,1328
UJ3GPZ995W2K,775,40.27,45.34,BEVRQFGZ,1329
ZPW8OOEN71MK,5870,429.2,812.48,KGMBUKHN,1330
QCL7RTTJVXOI,4373,390.12,612.88,ZIFGDSBU,1331
5EBKV2W0YH4I,6270,396.75,570.92,WUYMREXN,1332
2DHDD7GRIA8Y,6048,441.64,637.73,ETDIKIUX,1333
IPIDICQW4QYJ,2359,129.16,152.93,KGMBUKHN,1334
FZBPQ7UXCSIP,5735,395.42,559.52,CBCTPYQT,1335
OY3B6STB12H6,6442,377,482.94,XAAOJDVJ,1336
1WA2MLJ8RXCN,6172,415.55,555.17,ZIFGDSBU,1337
BRESRRKPM020,2906,106.58,177.99,GYUZEXSJ,1338
XB44ZSWRMD28,1480,125.82,228.74,KNJMLLYG,1339
C35P5F7Q1J2V,1739,159.84,294.11,WKCFRMPT,1340
C8SQBL73VTGS,6658,375.7,462.86,WKCFRMPT,1341
6I2FKIYA6CUQ,3263,440.25,666.98,HCAEQTQO,1342
NQQ7J1M4VGJT,4244,433.33,526.06,VKJBFVMM,1343
RMMKUYABYBR5,390,13.37,20.36,TNMMSLVC,1344
9R0ZBWZJ0L1C,4875,384.85,723.13,WKCFRMPT,1345
QZDSSI8YMEM8,6813,395.42,516.42,CLZOYVBH,1346
0YO7IKTL61HY,6853,356.4,641.88,CBCTPYQT,1347
6T38QGUHRERX,5243,431.95,675.57,TVJUGMNK,1348
73Y7G3KOVSE1,4638,386.16,704.74,ZPKADLOY,1349
BAMYCW17TL6F,4243,388.8,721.61,DGECGNQD,1350
CN4FOFRYDQAA,1718,120.07,171.7,NVYQIOWB,1351
TS9CQMU9TB0O,4713,402.08,453.14,BHVBUSNT,1352
L52PBEGRFN0U,4538,444.43,668.42,KLKTZKQO,1353
T2XMXMIW2QK4,1979,98.95,156.93,JJWNIRPA,1354
OBRTY8JKQ7KJ,356,13.04,22.61,DGECGNQD,1355
A7P1B6ICI6L9,1639,135.08,200.32,MXRXJVNA,1356
KIYMNUS002R7,631,41.31,56.97,BHVBUSNT,1357
M35ASBMAPMAB,105,2.89,4.39,ETDIKIUX,1358
VSFFBIKCOO8R,1236,141.98,208.99,CLZOYVBH,1359
G1N4GN3DKYM9,6892,379.61,556.89,SJNDDKHP,1360
CN5TCQB9R4DW,3168,416.91,652.46,ZIFGDSBU,1361
3TJE9BMBUP6C,1170,148.13,197.31,ZIFGDSBU,1362
QVXDGY1WYEUA,7058,440.25,640.12,SJNDDKHP,1363
FF2C598CF9XH,341,13.37,16.1,XAAOJDVJ,1364
KFUIWPOERAL8,508,32.33,60.49,NPKFJYGX,1365
25UR8OZLO7Y8,4232,487.05,891.79,JGOQSFJF,1366
Y2Y1JZ8KFVW8,4334,461.28,701.15,AZOXEQLZ,1367
BDC9CM8BW3IG,1536,112.85,162.62,CLZOYVBH,1368
J9SLF96J2T11,2497,116.04,159.32,TNMMSLVC,1369
P9ZTWKVT2A5Q,829,32.33,39.09,SJNDDKHP,1370
KLPV1ZOC3C27,877,37.71,65.8,ZIFGDSBU,1371
9217W81QM2Q0,1503,132.53,153.6,NPKFJYGX,1372
06NCFXEZY7X6,1114,135.08,254.76,XIBBYVIU,1373
1KYVOO9A125E,7020,503.08,796.38,SJNDDKHP,1374
WNLYMJMLR219,1508,119.26,136.43,RRQRPLPC,1375
LV1EHK9KGLC4,477,34.73,56.64,XIBBYVIU,1376
BGR31ZP6K6Q3,3130,415.55,632.05,VKJBFVMM,1377
DV9JPISXFADD,4236,426.46,548.43,HCAEQTQO,1378
7RTY8FRMDYR0,3108,391.44,534.71,YSNZSYCW,1379
60YJG08E7D1E,6814,419.63,612.66,CBCTPYQT,1380
21ALHFR8ZGM1,3207,438.86,765.81,ZPKADLOY,1381
X6EEDF59MUR6,6944,423.72,754.22,KNJMLLYG,1382
1QY4EM2QJDFB,25,1.49,2.52,WKCFRMPT,1383
OEK5OLPUF0AY,4317,374.4,575.08,HLOMDGRN,1384
419KYD73H09R,2444,127.48,231.63,XQNLETCQ,1385
YCE5THD1LP28,6730,416.91,665.81,NPKFJYGX,1386
9M6FKPJDU9RN,6025,408.79,598.88,YSNZSYCW,1387
7P5CJKD5L5K0,7077,369.22,617.34,VKJBFVMM,1388
UB8TDZO3CBLN,3102,374.4,585.19,ETDIKIUX,1389
WQEZUU2SD3TA,3790,445.82,789.99,TVJUGMNK,1390
QWJSBWAFR35U,6052,414.2,678.87,CLZOYVBH,1391
VE9LEV0NSG1X,6085,383.54,437.62,CLZOYVBH,1392
WWL8X4LYXGM3,6842,407.45,631.95,BFUNSFKM,1393
DTWK53H4F1Z6,4015,434.71,671.19,OCGDGDZP,1394
P6KYI5E5D79R,857,40.27,65.6,BHVBUSNT,1395
YZV83AMOBDT9,1858,112.85,196.92,WKCFRMPT,1396
M06VKAIXAOU5,6060,396.75,682.81,ZPKADLOY,1397
QXCELV2Z8BSY,4339,438.86,813.21,RRQRPLPC,1398
COQC1N2MRW1L,2208,132.53,247.7,ADLHCQHS,1399
PF7NQTI4S7DW,4833,472.66,601.22,MXRXJVNA,1400
Z45ZISRYC4JC,2763,111.27,136.53,ETDIKIUX,1401
2MBYMKMHJ19Q,5363,445.82,527.41,AZOXEQLZ,1402
TOBVBAEH0LF5,3847,371.8,522.38,VKJBFVMM,1403
IVVPPDISTW4P,5359,387.48,661.43,GYUZEXSJ,1404
4TU60A9Z0C5S,5043,418.27,549.19,BFUNSFKM,1405
0854ZFJYKZYC,3584,361.5,507.18,XQNLETCQ,1406
RLQL4UNRHT66,2890,120.07,160.53,NPKFJYGX,1407
X3J4ZT7A8B82,4661,361.5,542.61,XAAOJDVJ,1408
3GPAUE52Q2GO,6304,452.82,815.98,XQNLETCQ,1409
D071F67RT33K,2858,141.11,240.87,KNJMLLYG,1410
5YFGH6ID7YUF,5948,407.45,549.24,CLZOYVBH,1411
3I60KSQNNF8U,3945,346.27,479.24,RRQRPLPC,1412
S1DRACIAKEEE,523,41.84,75.81,KNJMLLYG,1413
FJ7NQEO7NEAH,414,39.24,44.38,DGECGNQD,1414
KAR60Q5PIO88,5262,387.48,731.56,BEVRQFGZ,1415
ET2HFG21R9V2,6931,382.22,477.78,ETDIKIUX,1416
EFF4FF2NNK69,1797,122.52,189.17,OCGDGDZP,1417
XX0TQ7S5AC3O,2449,129.99,168.6,XIBBYVIU,1418
17WDU4PJP0W5,6590,352.59,418.52,ZIFGDSBU,1419
AOXZ1812T6RN,4990,438.86,659.61,RRQRPLPC,1420
9FBJWLV2XMUU,4935,430.58,775.47,TDKEXBDM,1421
UHUNB1BLTNUZ,4818,410.14,530.72,GYUZEXSJ,1422
V02QPMEUCTIK,4797,404.76,571.12,OCGDGDZP,1423
T3VRREUPHOIM,2621,140.24,182.03,CLZOYVBH,1424
JL9DZWDN222M,5628,462.7,758.37,MXRXJVNA,1425
ED5K3VJ6GU0F,2847,144.6,163.11,WKCFRMPT,1426
42NNHWPF6HSM,1960,152.59,187.69,ALMIABVI,1427
I0AGT36159HW,3269,355.12,577.07,NVYQIOWB,1428
JRVS2E1A435H,437,46.14,72.62,TNMMSLVC,1429
RXQTRSE60S43,296,14.03,16.09,TDKEXBDM,1430
VJUCB06KLANM,1967,126.65,227.97,NPKFJYGX,1431
2M45A73PG2PN,1748,135.08,187.09,NVYQIOWB,1432
SI16GYK9WRCJ,3956,437.48,686.41,UADILPBU,1433
9K6N8BU9LFPL,1009,50.61,75.36,HCAEQTQO,1434
RBJYUNBAPZIO,2897,125.82,228.61,CLZOYVBH,1435
JLYZG9OQWDS5,4285,402.08,684.74,DGECGNQD,1436
MOF0F2U4PNIF,4634,406.1,749.66,SJNDDKHP,1437
BVTACZWL05X8,96,5.52,7,YSNZSYCW,1438
EZ6YF77A5BBG,3959,319.06,462.32,TVJUGMNK,1439
6LQ4FS15K8HC,4543,380.92,667.75,WKCFRMPT,1440
ZISGBGKMEGTM,1625,116.04,196.69,JGOQSFJF,1441
6GC5MFP8BCYW,2325,129.16,142.85,ALMIABVI,1442
GJ31BT2H4JAE,3018,373.1,571.59,SJNDDKHP,1443
4NBYPPI22UER,3211,403.42,565.19,SNDMWIRM,1444
IAL45LQGZSFW,4332,387.48,429.33,SJNDDKHP,1445
O0W3Q5F9OAU2,6566,429.2,554.96,XAAOJDVJ,1446
36YHPWJ3YTQS,3222,378.3,617.39,SJNDDKHP,1447
4KZAHQFYBEL2,6906,406.1,505.19,SNDMWIRM,1448
B8DNSO9ZOAOK,1945,115.23,132.86,TDKEXBDM,1449
EOM1852NQH9W,3479,422.35,601,ZPKADLOY,1450
TF7FG7V4SEZT,6913,422.35,694.34,YSNZSYCW,1451
04F36KYA8XSO,6769,414.2,782.42,HCAEQTQO,1452
K8R2OUOTNVNV,1737,112.85,131.58,CLZOYVBH,1453
CNNKTHOABM97,2794,135.93,157.81,MXRXJVNA,1454
KGB1VPETGBRH,2350,125.82,205.97,DGECGNQD,1455
KBRTZGABEQAP,3621,392.76,483.49,VKJBFVMM,1456
H3H1VILZVY35,671,50.04,73.61,XIBBYVIU,1457
W1FK31L8L3MB,181,13.04,22.69,BEVRQFGZ,1458
I5NZWSBV46YR,5913,355.12,638.51,TNMMSLVC,1459
2KATIJRVDOE5,2956,127.48,240.3,UADILPBU,1460
0116NS9UVVCO,3460,360.22,458.92,BHVBUSNT,1461
VVXRDFHA8AA6,4126,420.99,504.77,WKCFRMPT,1462
GV4QZZ47OOZ3,4914,462.7,709.78,SNDMWIRM,1463
UXOV705TSH1U,3343,403.42,691.46,DGECGNQD,1464
ZQHH3WBNQI19,5448,404.76,650.04,CBCTPYQT,1465
35N9QZYOPF42,2741,128.32,168.36,JGOQSFJF,1466
ATDX07BS6L0G,2283,126.65,234.56,AZOXEQLZ,1467
P9D7QOH2NHM3,2923,116.84,182.62,OCGDGDZP,1468
NGVJ8BX781IC,2048,115.23,179.76,HCAEQTQO,1469
8O2KRV4EDRXO,3600,386.16,650.29,WKCFRMPT,1470
9DSZXBBQZEVP,2334,120.07,199.44,OCGDGDZP,1471
67S1201YX9PF,3408,379.61,663.94,NVYQIOWB,1472
4XIPG1IHG5TT,4256,425.09,731.15,TDKEXBDM,1473
6JVN98RBLNDI,4628,450.02,517.52,HCAEQTQO,1474
YHRU2GISMDUK,7005,353.85,649.67,AZOXEQLZ,1475
LJ0R1H08TMOU,3426,408.79,547.37,CBCTPYQT,1476
JN9WVZFB46NR,5540,427.83,735.87,ZPKADLOY,1477
MUKFFRAOBDLA,1947,118.45,222.69,MXRXJVNA,1478
GNWWDCISNTGQ,3115,383.54,655.85,SNDMWIRM,1479
VQFIBKQAXH5G,2510,111.27,181.7,ADLHCQHS,1480
2BQEKNETNLD7,3252,445.82,590.27,YSNZSYCW,1481
VJ6IK5KWJBYA,3825,374.4,646.59,ZPKADLOY,1482
X0JH846KD4QG,4217,422.35,715.04,CLZOYVBH,1483
GKSD7XSJ4YWF,7075,414.2,621.3,BHVBUSNT,1484
YYFFFNYR3TLD,6499,436.09,760.98,MXRXJVNA,1485
99U2ZW9RRK9V,4000,383.54,657.39,ZVXESMVL,1486
BNOCFWKKLT8U,2440,150.8,185.33,ADLHCQHS,1487
AMFRGJJC6G0N,5710,419.63,728.9,TDKEXBDM,1488
0G8TD72Y8NOD,2975,131.68,194.62,ADLHCQHS,1489
9HHC9WNV76YG,3337,438.86,599.04,DGECGNQD,1490
WS92ZJ9R10P4,6155,403.42,600.29,TNMMSLVC,1491
5SYG6JAXRWEJ,5159,384.85,697.73,CBCTPYQT,1492
SZERGOMR3C4K,157,8.26,12.05,NVYQIOWB,1493
7OY0NOEQ5J4M,5901,386.16,720.96,TVJUGMNK,1494
9NXMM8STKSCG,3600,423.72,588.12,HCAEQTQO,1495
72AE7RAUJ95A,3149,406.1,756.16,ZAAQILVD,1496
56UDL6CR1WR7,912,55.85,69.92,KNJMLLYG,1497
W4HXY7NRRCAG,3793,414.2,490.83,WKCFRMPT,1498
OJK7GIKGF9TO,3491,436.09,703.85,ZVXESMVL,1499
Y7XHG8TIBPDM,1908,146.36,186.17,SJNDDKHP,1500
JB3BLZABP4QJ,309,9.66,10.67,YSNZSYCW,1501
LYKFIITJ3SDH,5887,390.12,550.07,ZVXESMVL,1502
0SIV4SRRIDRP,2959,174.75,251.81,BFUNSFKM,1503
OP0XQFUY8R84,1543,120.07,194.15,MXRXJVNA,1504
YCZ48VT2Y6MG,3961,373.1,699.56,ZPKADLOY,1505
MF08IM7Q3V97,19,0.34,0.48,TNMMSLVC,1506
HYGTS1Y0AQOE,1440,129.99,180.17,BHVBUSNT,1507
J02OL9DGR1PV,636,45.05,62.84,BFUNSFKM,1508
9SR4FSNW8MPY,3560,464.12,749.55,JGOQSFJF,1509
SFDSCNQE87XT,4951,410.14,625.05,WUYMREXN,1510
QGKIGLQB4NT2,3176,347.53,573.42,KGMBUKHN,1511
PZH8ZEWWOW0O,2060,128.32,199.92,DGECGNQD,1512
K9XHNN9RPXBB,7056,395.42,528.28,NPKFJYGX,1513
ZP5ORRAQRC25,5365,420.99,723.68,ZAAQILVD,1514
82TSSZWAX3OR,3903,380.92,600.71,JGOQSFJF,1515
ZRLIJFT2H370,59,4.63,6.74,XIBBYVIU,1516
K1P0QNMPKWQX,649,42.9,47.62,HLOMDGRN,1517
1UCMWKFWD5YZ,325,11.76,16.58,HCAEQTQO,1518
DF8NLIMY2CWV,3816,382.22,515.61,ETDIKIUX,1519
A6SNFFIU9PND,6337,351.32,567.38,DHHNINFB,1520
9SJG7NG0MR6S,5966,407.45,721.19,TBFMEXZP,1521
Z92KAIM95GDI,2572,138.51,167.46,XQNLETCQ,1522
J8FSX81EH8QW,3540,408.79,693.31,ALMIABVI,1523
PRBS6FV2ORXW,1048,35.22,57.9,TNMMSLVC,1524
KXYQHIX43364,1780,142.85,211.42,CBCTPYQT,1525
1QVSOMM7E3H0,1457,119.26,174.48,XAAOJDVJ,1526
P1Q6WCBUDPIM,4748,445.82,539.44,NPKFJYGX,1527
9A4KKDEMIEPC,1563,93.02,158.13,DHHNINFB,1528
IF2BQX65VASZ,2156,111.27,164.12,GYUZEXSJ,1529
RVL2YWQZTNUD,4926,358.94,513.64,HCAEQTQO,1530
ID8MY31AXLM8,279,14.71,27.54,NVYQIOWB,1531
KAWST2T4TRB2,645,42.9,68.17,YSNZSYCW,1532
DVXJJCFI54UY,1224,115.23,131.48,KNJMLLYG,1533
7AIA0X97HPLW,4797,382.22,478.92,OCGDGDZP,1534
TMKUZKT02NQG,433,43.43,70.27,ZVXESMVL,1535
U4VCLTBZV9YH,1054,29.08,35.83,ZVXESMVL,1536
TT1A4NPLQ4A1,5953,411.49,594.6,GYUZEXSJ,1537
V2JK9LHIFOGF,6803,420.99,593.6,TNMMSLVC,1538
2U0XVFD7LR0S,6626,360.22,490.26,BHVBUSNT,1539
YWWNT11UF7LP,2168,124.99,155.24,WKCFRMPT,1540
GQYR09N25183,444,35.22,48.46,MXRXJVNA,1541
DAUHYL2WJ19Q,1938,123.34,200.55,NVYQIOWB,1542
BFU81EMKMLV8,705,38.73,57.2,GYUZEXSJ,1543
FU7X3U5IXMMY,3533,402.08,545.22,BFUNSFKM,1544
KX2YQKD8LJ7U,3228,387.48,535.88,JGOQSFJF,1545
HZO4F94ND4U5,332,8.81,15.43,BFUNSFKM,1546
YUCNW6BUKLT8,5012,441.64,733.56,BHVBUSNT,1547
J48JPVML3WA7,6653,399.41,577.55,WKCFRMPT,1548
TE2U0HKJKVZR,100,3.43,6.11,BFUNSFKM,1549
9S5T8ULAXQD3,5672,387.48,706.38,VKJBFVMM,1550
TZXYA5MBCO7P,3575,371.8,596,KNJMLLYG,1551
SII7SWF6GDXX,5377,414.2,693.37,OCGDGDZP,1552
RKDGA7OP3YOC,2929,110.48,170.47,AZOXEQLZ,1553
GZ89N5SH74BV,5252,378.3,474.77,AZOXEQLZ,1554
S9SAGPTKTNM0,1656,117.64,206.46,ETDIKIUX,1555
O33XFPLCKA46,6226,382.22,583.65,ETDIKIUX,1556
DBU9TKBPBP21,4110,366.64,672.78,JGOQSFJF,1557
5QNA52J7OQ5F,6502,430.58,479.24,ZVXESMVL,1558
0OKKF3PFMW01,2487,106.58,166.26,WUYMREXN,1559
AOSVK6BY85VI,4083,440.25,735.22,CBCTPYQT,1560
JCS54KCAS758,3382,378.3,526.97,MXRXJVNA,1561
Q0SYLUR6DVNN,2716,126.65,171.61,KLKTZKQO,1562
VLFE2BMTYYFP,3397,396.75,597.11,NVYQIOWB,1563
QCYWCLGA7BVO,6712,395.42,553.59,ALMIABVI,1564
S8E6VU2IJJ55,1258,108.91,133.09,SNDMWIRM,1565
TWFE2Q9IQ2PA,4443,370.51,442.76,GYUZEXSJ,1566
2SWX1G9VF3R9,1577,112.85,170.4,KNJMLLYG,1567
BQSZUS4ZUHJ6,2949,132.53,247.83,PPRMRUQU,1568
9I7RWZQG10MX,4975,418.27,594.78,HLOMDGRN,1569
CPUWHFYZII8Z,3760,398.08,596.72,BHVBUSNT,1570
KKJEU41U77HP,165,9.95,14.71,XQNLETCQ,1571
8RA64BLBCVO3,5475,410.14,479.04,BEVRQFGZ,1572
QCUKRJ8SCYN0,2094,149.02,181.36,BFUNSFKM,1573
BNJ4O9DP39HA,985,32.33,46.98,ALMIABVI,1574
74Z9WV0ESOTZ,6908,427.83,616.93,BHVBUSNT,1575
UPIP4GF9L37T,2019,119.26,151.58,GYUZEXSJ,1576
O8VX2Z5I1ZQO,6469,422.35,641.13,MXRXJVNA,1577
9GFGPIAFQ8AU,5027,420.99,658.85,JGOQSFJF,1578
1CUGBPOI1DRF,1755,109.69,183.07,XQNLETCQ,1579
PED81MPU02GH,597,46.14,59.57,ETDIKIUX,1580
Y2JVX8QY8751,2315,126.65,230.63,BFUNSFKM,1581
6H8J1H39IV5S,6067,335.03,447.27,ZVXESMVL,1582
HEN2N1UXHM2I,1100,112.05,170.88,NPKFJYGX,1583
4JQ0139A7YBH,2318,108.13,177.23,HLOMDGRN,1584
99A3YI852GDX,2487,135.93,162.57,TNMMSLVC,1585
ECDS7D061D4G,2045,111.27,198.51,NPKFJYGX,1586
6LS9ARO5T786,4887,443.03,793.91,ZIFGDSBU,1587
ZFEMQ4B0995E,5800,443.03,832.01,TNMMSLVC,1588
SQWDKJ63JAX8,5006,429.2,739.08,SJNDDKHP,1589
94Q5Z6PPP360,5246,414.2,561.66,XIBBYVIU,1590
MBKGN3X41GCD,758,49.48,60.37,NPKFJYGX,1591
B8AJUYGQS42Z,2251,105.03,135.17,JJWNIRPA,1592
YDV9QNEFLV2W,2384,125.82,203.33,ZAAQILVD,1593
UFMGVP4JXCDA,3782,383.54,427.26,HCAEQTQO,1594
44MYHULFP8G3,6254,390.12,646.04,DHHNINFB,1595
FVTI5PQBSSKR,6964,414.2,683.43,BHVBUSNT,1596
79TZQTN8QI2O,6021,412.84,591.6,KGMBUKHN,1597
T1VCPQJN3DOP,1684,134.22,167.1,HLOMDGRN,1598
WFCIVBOEBUUF,5831,400.75,559.45,NPKFJYGX,1599
OG29J144UGAI,1138,122.52,145.55,KGMBUKHN,1600
UWCA6P3F5D13,4265,403.42,585.77,GYUZEXSJ,1601
MUWH0W9VSDJ9,1920,111.27,162.45,NPKFJYGX,1602
8GN3F307O89W,1797,118.45,137.99,MXRXJVNA,1603
VZKNBOBT17MF,6295,412.84,764.17,UADILPBU,1604
DST5GQKOXQ0E,7015,426.46,659.31,ZVXESMVL,1605
4YZEM6GOY49A,2783,118.45,219.61,BEVRQFGZ,1606
